"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"JJSF","J & J Snack Foods Corp.","144.84","$2.72B","1986","Consumer Non-Durables","Specialty Foods","https://www.nasdaq.com/symbol/jjsf",
"JPM","J P Morgan Chase & Co","100.69","$334.84B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/jpm",
"JPM^A","J P Morgan Chase & Co","24.99","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/jpm^a",
"JPM^B","J P Morgan Chase & Co","25.69","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/jpm^b",
"JPM^D","J P Morgan Chase & Co","25.09","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/jpm^d",
"JPM^E","J P Morgan Chase & Co","25.75","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/jpm^e",
"JPM^F","J P Morgan Chase & Co","25.7","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/jpm^f",
"JPM^G","J P Morgan Chase & Co","25.68","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/jpm^g",
"JPM^H","J P Morgan Chase & Co","26.07","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/jpm^h",
"JAX","J. Alexander&#39;s Holdings, Inc.","8.45","$124.17M","2015","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/jax",
"JILL","J. Jill, Inc.","5.21","$227.93M","2017","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/jill",
"MAYS","J. W. Mays, Inc.","39.0799","$78.78M","n/a","Consumer Services","Building operators","https://www.nasdaq.com/symbol/mays",
"JBHT","J.B. Hunt Transport Services, Inc.","93.36","$10.19B","n/a","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/jbht",
"JCP","J.C. Penney Company, Inc. Holding Company","1.1","$346.94M","n/a","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/jcp",
"SJM","J.M. Smucker Company (The)","95.88","$10.91B","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/sjm",
"JCOM","j2 Global, Inc.","69.75","$3.44B","1999","Technology","Telecommunications Equipment","https://www.nasdaq.com/symbol/jcom",
"JBL","Jabil Inc.","23.95","$3.78B","1993","Technology","Electrical Products","https://www.nasdaq.com/symbol/jbl",
"JKHY","Jack Henry & Associates, Inc.","124.04","$9.59B","1985","Technology","EDP Services","https://www.nasdaq.com/symbol/jkhy",
"JACK","Jack In The Box Inc.","80.57","$2.07B","n/a","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/jack",
"JEC","Jacobs Engineering Group Inc.","59.52","$8.47B","n/a","Basic Industries","Military/Government/Technical","https://www.nasdaq.com/symbol/jec",
"JAG","Jagged Peak Energy Inc.","9.88","$2.11B","2017","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/jag",
"JAGX","Jaguar Health, Inc.","0.3085","$20.02M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/jagx",
"JAKK","JAKKS Pacific, Inc.","1.93","$56.3M","1996","Consumer Non-Durables","Recreational Products/Toys","https://www.nasdaq.com/symbol/jakk",
"JHX","James Hardie Industries plc.","10.92","$4.83B","n/a","Capital Goods","Building Materials","https://www.nasdaq.com/symbol/jhx",
"JRVR","James River Group Holdings, Ltd.","36.17","$1.08B","2014","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/jrvr",
"JHG","Janus Henderson Group plc","20.8","$4.04B","2017","Finance","Investment Managers","https://www.nasdaq.com/symbol/jhg",
"JSML","Janus Henderson Small Cap Growth Alpha ETF","36.3176","$7.34M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/jsml",
"JSMD","Janus Henderson Small/Mid Cap Growth Alpha ETF","37.37","$13.15M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/jsmd",
"JOF","Japan Smaller Capitalization Fund Inc","8.63","$244.52M","1990","n/a","n/a","https://www.nasdaq.com/symbol/jof",
"JASN","Jason Industries, Inc.","1.49","$40.82M","2013","Consumer Durables","Miscellaneous manufacturing industries","https://www.nasdaq.com/symbol/jasn",
"JASNW","Jason Industries, Inc.","0.004","n/a","2013","Consumer Durables","Miscellaneous manufacturing industries","https://www.nasdaq.com/symbol/jasnw",
"JAZZ","Jazz Pharmaceuticals plc","128.75","$7.77B","2007","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/jazz",
"JBGS","JBG SMITH Properties","35.02","$4.23B","2017","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/jbgs",
"JD","JD.com, Inc.","22.27","$32.22B","2014","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/jd",
"JEF","Jefferies Financial Group Inc.","18.17","$5.87B","n/a","Consumer Non-Durables","Meat/Poultry/Fish","https://www.nasdaq.com/symbol/jef",
"JELD","JELD-WEN Holding, Inc.","15.63","$1.61B","2017","Basic Industries","Forest Products","https://www.nasdaq.com/symbol/jeld",
"JSYN","Jensyn Acquistion Corp.","10","$20.06M","2016","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/jsyn",
"JSYNR","Jensyn Acquistion Corp.","0.18","n/a","2016","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/jsynr",
"JSYNU","Jensyn Acquistion Corp.","12.25","n/a","2016","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/jsynu",
"JSYNW","Jensyn Acquistion Corp.","0.0669","n/a","2016","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/jsynw",
"JRSH","Jerash Holdings (US), Inc.","6.2","$70.22M","2018","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/jrsh",
"JCAP","Jernigan Capital, Inc.","19.78","$403.2M","2015","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/jcap",
"JCAP^B","Jernigan Capital, Inc.","22.98","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/jcap^b",
"JBLU","JetBlue Airways Corporation","16.55","$5.04B","2002","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/jblu",
"JCTCF","Jewett-Cameron Trading Company","7.11","$30M","n/a","Consumer Services","RETAIL: Building Materials","https://www.nasdaq.com/symbol/jctcf",
"JT","Jianpu Technology Inc.","4.81","$808.16M","2017","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/jt",
