"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"TROW","T. Rowe Price Group, Inc.","91.98","$22.14B","1986","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/trow",
"TTOO","T2 Biosystems, Inc.","3.61","$158.98M","2014","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/ttoo",
"DATA","Tableau Software, Inc.","124.83","$10.43B","2013","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/data",
"TRHC","Tabula Rasa HealthCare, Inc.","61.27","$1.25B","2016","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/trhc",
"TCMD","Tactile Systems Technology, Inc.","46.05","$850.66M","2016","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/tcmd",
"TAHO","Tahoe Resources, Inc.","3.72","$1.17B","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/taho",
"TLRD","Tailored Brands, Inc.","13.95","$698.84M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/tlrd",
"TAIT","Taitron Components Incorporated","1.88","$10.58M","1995","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/tait",
"TWN","Taiwan Fund, Inc. (The)","15.04","$122.01M","1986","n/a","n/a","https://www.nasdaq.com/symbol/twn",
"TLC","Taiwan Liposome Company, Ltd.","5.95","$190.56M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tlc",
"TSM","Taiwan Semiconductor Manufacturing Company Ltd.","34.97","$181.36B","1997","Technology","Semiconductors","https://www.nasdaq.com/symbol/tsm",
"TAK","Takeda Pharmaceutical Company Limited","17.79","$27.8B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tak",
"TTWO","Take-Two Interactive Software, Inc.","101.7","$11.58B","1997","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ttwo",
"TKAT","Takung Art Co., Ltd.","0.711","$7.98M","n/a","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/tkat",
"TAL","TAL Education Group","26.52","$15.03B","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/tal",
"TLND","Talend S.A.","38.28","$1.15B","2016","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/tlnd",
"TGE","Tallgrass Energy, LP","23.93","$6.71B","2015","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/tge",
"TALO.WS","Talos Energy, Inc.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/talo.ws",
"TALO","Talos Energy, Inc.","18.6","$1.01B","2018","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/talo",
"TNDM","Tandem Diabetes Care, Inc.","34.71","$1.99B","2013","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/tndm",
"TLF","Tandy Leather Factory, Inc.","5.99","$54.83M","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/tlf",
"SKT","Tanger Factory Outlet Centers, Inc.","20.95","$1.97B","1993","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/skt",
"TANH","Tantech Holdings Ltd.","1.78","$51.09M","2015","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/tanh",
"TRX","Tanzanian Royalty Exploration Corporation","0.35","$43.81M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/trx",
"TAOP","Taoping Inc.","1.29","$52.58M","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/taop",
"TPR","Tapestry, Inc.","34.27","$9.93B","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/tpr",
"TEDU","Tarena International, Inc.","6.48","$346.43M","2014","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/tedu",
"NGLS^A","Targa Resources Partners LP","26","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ngls^a",
"TRGP","Targa Resources, Inc.","39.4","$9.03B","2010","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/trgp",
"TGT","Target Corporation","66.43","$34.67B","n/a","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/tgt",
"TARO","Taro Pharmaceutical Industries Ltd.","87.41","$3.41B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/taro",
"TGB","Taseko Mines Limited","0.5491","$125.41M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/tgb",
"TATT","TAT Technologies Ltd.","6.1","$54.14M","n/a","Capital Goods","Aerospace","https://www.nasdaq.com/symbol/tatt",
"TTM","Tata Motors Ltd","12.54","$8.52B","n/a","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/ttm",
"TCO","Taubman Centers, Inc.","46.07","$2.81B","1992","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/tco",
"TCO^J","Taubman Centers, Inc.","24.25","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/tco^j",
"TCO^K","Taubman Centers, Inc.","23.6","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/tco^k",
"TAYD","Taylor Devices, Inc.","11.825","$41M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/tayd",
"TMHC","Taylor Morrison Home Corporation","17.39","$2.06B","2013","Capital Goods","Homebuilding","https://www.nasdaq.com/symbol/tmhc",
"TCP","TC PipeLines, LP","33.87","$2.48B","n/a","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/tcp",
"TCF","TCF Financial Corporation","20.49","$3.42B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/tcf",
"TCF^D","TCF Financial Corporation","23.28","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/tcf^d",
"CGBD","TCG BDC, Inc.","13.65","$854.06M","2017","n/a","n/a","https://www.nasdaq.com/symbol/cgbd",
"TSI","TCW Strategic Income Fund, Inc.","5.32","$253.69M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/tsi",
"AMTD","TD Ameritrade Holding Corporation","50.07","$28.1B","1997","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/amtd",
"PETZ","TDH Holdings, Inc.","0.637","$6M","2017","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/petz",
"TEL","TE Connectivity Ltd.","74.33","$25.5B","n/a","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/tel",
"TISI","Team, Inc.","15.2","$457.11M","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/tisi",
"TECD","Tech Data Corporation","83.79","$3.13B","1986","Technology","Retail: Computer Software & Peripheral Equipment","https://www.nasdaq.com/symbol/tecd",
"TCCO","Technical Communications Corporation","2.7899","$5.16M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/tcco",
"FTI","TechnipFMC plc","20.88","$9.42B","n/a","Energy","Metal Fabrications","https://www.nasdaq.com/symbol/fti",
"TTGT","TechTarget, Inc.","12.25","$343.02M","2007","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/ttgt",
"TECK","Teck Resources Ltd","21","$11.91B","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://www.nasdaq.com/symbol/teck",
"TGLS","Tecnoglass Inc.","8.01","$300.65M","2012","Consumer Durables","Electronic Components","https://www.nasdaq.com/symbol/tgls",
"TGEN","Tecogen Inc.","3.65","$90.59M","2014","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/tgen",
"TK","Teekay Corporation","3.71","$372.61M","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/tk",
"TGP","Teekay LNG Partners L.P.","12.23","$974.58M","2005","Consumer Services","Marine Transportation","https://www.nasdaq.com/symbol/tgp",
"TGP^A","Teekay LNG Partners L.P.","23.9","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/tgp^a",
"TGP^B","Teekay LNG Partners L.P.","22.55","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/tgp^b",
"TOO","Teekay Offshore Partners L.P.","1.32","$541.6M","2006","Consumer Services","Marine Transportation","https://www.nasdaq.com/symbol/too",
"TOO^A","Teekay Offshore Partners L.P.","17.99","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/too^a",
"TOO^B","Teekay Offshore Partners L.P.","20.1999","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/too^b",
"TOO^E","Teekay Offshore Partners L.P.","20.4","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/too^e",
"TNK","Teekay Tankers Ltd.","1.05","$282.03M","2007","Consumer Services","Marine Transportation","https://www.nasdaq.com/symbol/tnk",
"GCI","TEGNA Inc.","9.23","$1.04B","2015","Consumer Services","Newspapers/Magazines","https://www.nasdaq.com/symbol/gci",
"TGNA","TEGNA Inc.","11.04","$2.38B","n/a","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/tgna",
"TRC","Tejon Ranch Co","17.15","$445.35M","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/trc",
"HQH","Tekla Healthcare Investors","19.15","$801.33M","1987","n/a","n/a","https://www.nasdaq.com/symbol/hqh",
"THQ","Tekla Healthcare Opportunies Fund","16.46","$684.84M","2014","n/a","n/a","https://www.nasdaq.com/symbol/thq",
"HQL","Tekla Life Sciences Investors","16.18","$362.53M","1992","n/a","n/a","https://www.nasdaq.com/symbol/hql",
"THW","Tekla World Healthcare Fund","11.84","$359.94M","2015","n/a","n/a","https://www.nasdaq.com/symbol/thw",
"TDOC","Teladoc Health, Inc.","49.44","$3.47B","2015","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/tdoc",
"TLRA","Telaria, Inc.","2.93","$124.58M","2013","Technology","Advertising","https://www.nasdaq.com/symbol/tlra",
"TEO","Telecom Argentina Stet - France Telecom S.A.","15.19","$6.54B","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/teo",
"TI.A","Telecom Italia S.P.A.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ti.a",
"TI","Telecom Italia S.P.A.","5.64","$11.88B","n/a","Consumer Services","Telecommunications Equipment","https://www.nasdaq.com/symbol/ti",
"TDY","Teledyne Technologies Incorporated","205.81","$7.43B","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/tdy",
"TFX","Teleflex Incorporated","251.14","$11.55B","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/tfx",
"VIV","Telefonica Brasil S.A.","12.76","$21.55B","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/viv",
"TEF","Telefonica SA","8.77","$45.53B","1988","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/tef",
"TNAV","Telenav, Inc.","4.38","$198.24M","2010","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/tnav",
"TDA","Telephone and Data Systems, Inc.","20.42","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/tda",
"TDE","Telephone and Data Systems, Inc.","24.3","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/tde",
"TDI","Telephone and Data Systems, Inc.","24.01","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/tdi",
"TDJ","Telephone and Data Systems, Inc.","23.75","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/tdj",
"TDS","Telephone and Data Systems, Inc.","34.91","$3.94B","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/tds",
"TLGT","Teligent, Inc.","1.42","$76.36M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tlgt",
"TIK","Tel-Instrument Electronics Corp.","4.8","$15.63M","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/tik",
"TELL","Tellurian Inc.","7.4","$1.78B","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/tell",
"TU","TELUS Corporation","33.38","$19.97B","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/tu",
"TDF","Templeton Dragon Fund, Inc.","16.89","$574.96M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/tdf",
"EMF","Templeton Emerging Markets Fund","13.45","$228.49M","1987","n/a","n/a","https://www.nasdaq.com/symbol/emf",
"TEI","Templeton Emerging Markets Income Fund, Inc.","9.71","$466.06M","1993","n/a","n/a","https://www.nasdaq.com/symbol/tei",
"GIM","Templeton Global Income Fund, Inc.","6.13","$822.3M","1988","n/a","n/a","https://www.nasdaq.com/symbol/gim",
"TPX","Tempur Sealy International, Inc.","42.21","$2.3B","2003","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/tpx",
"TENB","Tenable Holdings, Inc.","21.17","$1.97B","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/tenb",
"TS","Tenaris S.A.","22.57","$13.32B","n/a","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/ts",
"TENX","Tenax Therapeutics, Inc.","1.2","$3.62M","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/tenx",
"TME","Tencent Music Entertainment Group","13.2","$21.59B","2018","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/tme",
"THC","Tenet Healthcare Corporation","18.06","$1.85B","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/thc",
"TGC","Tengasco, Inc.","0.99","$10.53M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/tgc",
"TNC","Tennant Company","52.72","$955.55M","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/tnc",
"TEN","Tenneco Inc.","27.84","$2.25B","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/ten",
"TVC","Tennessee Valley Authority","24.31","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/tvc",
"TVE","Tennessee Valley Authority","24.76","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/tve",
"TZAC","Tenzing Acquisition Corp.","9.86","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tzac",
"TZACU","Tenzing Acquisition Corp.","10.08","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tzacu",
"TZACW","Tenzing Acquisition Corp.","0.289","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tzacw",
"TDC","Teradata Corporation","38.41","$4.54B","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/tdc",
"TER","Teradyne, Inc.","31.1","$5.57B","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/ter",
"TEX","Terex Corporation","28.12","$2.07B","n/a","Capital Goods","Construction/Ag Equipment/Trucks","https://www.nasdaq.com/symbol/tex",
"TX","Ternium S.A.","28.2","$5.54B","n/a","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/tx",
"TERP","TerraForm Power, Inc.","11.36","$2.38B","2014","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/terp",
"TRNO","Terreno Realty Corporation","34.87","$2.06B","2010","Finance","Real Estate","https://www.nasdaq.com/symbol/trno",
"TBNK","Territorial Bancorp Inc.","26.4","$254.85M","2009","Finance","Savings Institutions","https://www.nasdaq.com/symbol/tbnk",
"TSRO","TESARO, Inc.","74.8","$4.12B","2012","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tsro",
"TSLA","Tesla, Inc. ","317.69","$54.56B","2010","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/tsla",
"TESS","TESSCO Technologies Incorporated","12.45","$105.24M","1994","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/tess",
"TTEK","Tetra Tech, Inc.","51.38","$2.84B","1991","Consumer Services","Military/Government/Technical","https://www.nasdaq.com/symbol/ttek",
"TTI","Tetra Technologies, Inc.","2","$251.42M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/tti",
"TTPH","Tetraphase Pharmaceuticals, Inc.","1.42","$76.15M","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ttph",
"TEVA","Teva Pharmaceutical Industries Limited","17.37","$18.92B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/teva",
"TCBI","Texas Capital Bancshares, Inc.","53.2","$2.67B","2003","Finance","Major Banks","https://www.nasdaq.com/symbol/tcbi",
"TCBIL","Texas Capital Bancshares, Inc.","25.2113","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/tcbil",
"TCBIP","Texas Capital Bancshares, Inc.","24.95","$149.7M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/tcbip",
"TCBIW","Texas Capital Bancshares, Inc.","38","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/tcbiw",
"TXN","Texas Instruments Incorporated","92.9","$89.23B","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/txn",
"TPL","Texas Pacific Land Trust","592.1","$4.6B","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/tpl",
"TXRH","Texas Roadhouse, Inc.","59.82","$4.28B","2004","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/txrh",
"TGH","Textainer Group Holdings Limited","11.1","$634.36M","2007","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/tgh",
"TXT","Textron Inc.","46.88","$11.39B","n/a","Capital Goods","Aerospace","https://www.nasdaq.com/symbol/txt",
"TFSL","TFS Financial Corporation","16.72","$4.69B","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/tfsl",
"TGTX","TG Therapeutics, Inc.","4.61","$382.16M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tgtx",
"AES","The AES Corporation","14.64","$9.7B","n/a","Basic Industries","Electric Utilities: Central","https://www.nasdaq.com/symbol/aes",
"WTER","The Alkaline Water Company Inc.","2.888","$74.68M","n/a","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/wter",
"ANDE","The Andersons, Inc.","32.21","$911.54M","n/a","Consumer Services","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/ande",
"TBBK","The Bancorp, Inc.","8.45","$476.97M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/tbbk",
"BPRN","The Bank of Princeton","29.1","$193.54M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bprn",
"BX","The Blackstone Group L.P.","30.23","$36.34B","2007","Finance","Investment Managers","https://www.nasdaq.com/symbol/bx",
"CG","The Carlyle Group L.P.","16.2","$5.5B","2012","Finance","Investment Managers","https://www.nasdaq.com/symbol/cg",
"TCGP","The Carlyle Group L.P.","20.93","n/a","n/a","Finance","Investment Managers","https://www.nasdaq.com/symbol/tcgp",
"CEE","The Central and Eastern Europe Fund, Inc.","22.34","$161.5M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cee",
"SCHW","The Charles Schwab Corporation","42.44","$57.31B","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/schw",
"SCHW^C","The Charles Schwab Corporation","25.79","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/schw^c",
"SCHW^D","The Charles Schwab Corporation","25.58","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/schw^d",
"CAKE","The Cheesecake Factory Incorporated","42.41","$1.92B","1992","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/cake",
"CHEF","The Chefs&#39; Warehouse, Inc.","32.12","$962.64M","2011","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/chef",
"TCFC","The Community Financial Corporation","29.98","$167.22M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/tcfc",
"COO","The Cooper Companies, Inc. ","246.19","$12.12B","n/a","Health Care","Ophthalmic Goods","https://www.nasdaq.com/symbol/coo",
"DSGX","The Descartes Systems Group Inc.","26.32","$2.02B","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/dsgx",
"DXYN","The Dixie Group, Inc.","0.948","$15.61M","n/a","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/dxyn",
"ENSG","The Ensign Group, Inc.","39.02","$2.04B","2007","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/ensg",
"XONE","The ExOne Company","6.94","$113.12M","2013","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/xone",
"FBMS","The First Bancshares, Inc.","30.48","$452.25M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/fbms",
"FLIC","The First of Long Island Corporation","21.28","$542.37M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/flic",
"GLU^A","The Gabelli Global Utility and Income Trust","48.5","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/glu^a",
"GLU^B","The Gabelli Global Utility and Income Trust","51.6","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/glu^b",
"GLU","The Gabelli Global Utility and Income Trust","16.38","$67.34M","2004","n/a","n/a","https://www.nasdaq.com/symbol/glu",
"GGO^A","The Gabelli Go Anywhere Trust","42","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ggo^a",
"GGO","The Gabelli Go Anywhere Trust","14.1","$22.72M","2016","n/a","n/a","https://www.nasdaq.com/symbol/ggo",
"GRX","The Gabelli Healthcare & Wellness Trust","9.36","$184.05M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/grx",
"GRX^A","The Gabelli Healthcare & Wellness Trust","25.2","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/grx^a",
"GRX^B","The Gabelli Healthcare & Wellness Trust","25.36","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/grx^b",
"GDL","The GDL Fund","9.165","$167.25M","2007","n/a","n/a","https://www.nasdaq.com/symbol/gdl",
"GDL^C","The GDL Fund","50.36","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/gdl^c",
"GT","The Goodyear Tire & Rubber Company","21.18","$4.94B","n/a","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/gt",
"HABT","The Habit Restaurants, Inc.","10.81","$281.59M","2014","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/habt",
"HCKT","The Hackett Group, Inc.","16.17","$477.31M","n/a","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/hckt",
"HAIN","The Hain Celestial Group, Inc.","17.04","$1.77B","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/hain",
